"","observation.date","Species","Country","Serotype","source","flu","geometry","X","Y"
"171",2023-06-28,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(5009371.85434765, 3429270.01925579),5009371.85434765,3429270.01925579
"173",2023-06-28,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4482996.72675841, 2767535.93450845),4482996.72675841,2767535.93450845
"174",2023-06-28,"Common Tern (Sterna Hirundo)","Belgium","H5N1 HPAI","fao",1,c(3829356.27472139, 3147138.03606216),3829356.27472139,3147138.03606216
"175",2023-06-28,"Herring Gull:larus Argentatus(Laridae)","Belgium","H5 HPAI","fao",1,c(3828739.83170958, 3148135.01336946),3828739.83170958,3148135.01336946
"176",2023-06-28,"Common Tern (Sterna Hirundo)","Sweden","H5N1 HPAI","fao",1,c(4614119.45082844, 3685470.80431733),4614119.45082844,3685470.80431733
"177",2023-06-28,"Herring Gull:larus Argentatus(Laridae)","Norway","H5N1 HPAI","fao",1,c(4053325.17770498, 4028533.58246497),4053325.17770498,4028533.58246497
"178",2023-06-28,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4838947.52170983, 3472806.58019834),4838947.52170983,3472806.58019834
"179",2023-06-28,"Black Headed Gull (Chroicocephalus Ridibundus)","France","H5N1 HPAI","fao",1,c(3748510.93899628, 2651904.99630431),3748510.93899628,2651904.99630431
"180",2023-06-27,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4749543.46019134, 4098838.6366121),4749543.46019134,4098838.6366121
"181",2023-06-27,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(6320414.37415825, 4160932.00753112),6320414.37415825,4160932.00753112
"184",2023-06-27,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4691794.22850773, 4073513.26541477),4691794.22850773,4073513.26541477
"185",2023-06-27,"Sandwich Tern","Spain","H5N1 HPAI","fao",1,c(3539848.33917815, 2013461.26829614),3539848.33917815,2013461.26829614
"186",2023-06-27,"Sandwich Tern","Spain","H5N1 HPAI","fao",1,c(3614131.18434826, 2051348.03212681),3614131.18434826,2051348.03212681
"187",2023-06-27,"Red Fox","Norway","H5N1 HPAI","fao",1,c(4674127.27126761, 5192663.21945011),4674127.27126761,5192663.21945011
"188",2023-06-26,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4352992.36616364, 2785255.02778444),4352992.36616364,2785255.02778444
"189",2023-06-26,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(5128755.14568598, 3379832.91971069),5128755.14568598,3379832.91971069
"190",2023-06-26,"Sandwich Tern","Sweden","H5N1 HPAI","fao",1,c(4605955.65604645, 3667483.87399298),4605955.65604645,3667483.87399298
"191",2023-06-26,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4605955.65604645, 3667483.87399298),4605955.65604645,3667483.87399298
"192",2023-06-26,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4809141.14424115, 3852256.85882349),4809141.14424115,3852256.85882349
"193",2023-06-26,"Lesser Black-Backed Gull:larus Fuscus(Laridae)","Sweden","H5N1 HPAI","fao",1,c(4806320.08136012, 3828469.38474001),4806320.08136012,3828469.38474001
"194",2023-06-26,"Common Murre (Uria Aalge) ","Sweden","H5N1 HPAI","fao",1,c(4810738.02337944, 3825032.39115248),4810738.02337944,3825032.39115248
"195",2023-06-26,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4232035.7799128, 3529224.73355315),4232035.7799128,3529224.73355315
"196",2023-06-26,"Mallard:anas Platyrhynchos(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(4022305.21510496, 3110637.12140071),4022305.21510496,3110637.12140071
"197",2023-06-26,"Peregrin Falcon:falco Peregrinus(Falconidae)","Spain","H5N1 HPAI","fao",1,c(3547516.4572367, 2051305.96886215),3547516.4572367,2051305.96886215
"198",2023-06-26,"Common Tern (Sterna Hirundo)","Spain","H5N1 HPAI","fao",1,c(3609856.70557369, 2049175.24936144),3609856.70557369,2049175.24936144
"199",2023-06-26,"Common Tern (Sterna Hirundo)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3207233.60872414, 3113998.48984301),3207233.60872414,3113998.48984301
"200",2023-06-25,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4100698.69318239, 3391484.48315212),4100698.69318239,3391484.48315212
"201",2023-06-25,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4820702.45472006, 3462782.90224118),4820702.45472006,3462782.90224118
"202",2023-06-25,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4809141.14424115, 3852256.85882349),4809141.14424115,3852256.85882349
"203",2023-06-25,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4820607.45620104, 3462766.10304087),4820607.45620104,3462766.10304087
"204",2023-06-25,"Mediterranean Gull ","Hungary","H5N1 HPAI","fao",1,c(5016922.54687778, 2737696.56996178),5016922.54687778,2737696.56996178
"205",2023-06-25,"Black Headed Gull (Chroicocephalus Ridibundus)","Finland","H5N1 HPAI","fao",1,c(5162337.53967727, 4303431.69954507),5162337.53967727,4303431.69954507
"206",2023-06-25,"Common Tern (Sterna Hirundo)","Finland","H5N1 HPAI","fao",1,c(5099247.9170664, 4316042.92213597),5099247.9170664,4316042.92213597
"207",2023-06-25,"Black Headed Gull (Chroicocephalus Ridibundus)","Finland","H5N1 HPAI","fao",1,c(5099247.9170664, 4316042.92213597),5099247.9170664,4316042.92213597
"208",2023-06-25,"Common Tern (Sterna Hirundo)","Estonia","H5N1 HPAI","fao",1,c(5165903.89715584, 3991249.43400657),5165903.89715584,3991249.43400657
"212",2023-06-24,"Herring Gull:larus Argentatus(Laridae)","Norway","H5 HPAI","fao",1,c(4527251.6425636, 5103370.13765786),4527251.6425636,5103370.13765786
"213",2023-06-24,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4584883.69722745, 3433207.62010039),4584883.69722745,3433207.62010039
"214",2023-06-24,"Sandwich Tern","France","H5N1 HPAI","fao",1,c(3441492.19631694, 2336429.41175041),3441492.19631694,2336429.41175041
"215",2023-06-23,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4354513.36580378, 2779707.03165213),4354513.36580378,2779707.03165213
"216",2023-06-23,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4437823.03833833, 2785292.11712442),4437823.03833833,2785292.11712442
"217",2023-06-23,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4797822.61055613, 3458495.16812358),4797822.61055613,3458495.16812358
"218",2023-06-23,"Slender-Billed Gull","Italy","H5N1 HPAI","fao",1,c(4497146.24174065, 2400114.91691957),4497146.24174065,2400114.91691957
"219",2023-06-23,"Mediterranean Gull ","Italy","H5N1 HPAI","fao",1,c(4505110.35769646, 2483754.85930423),4505110.35769646,2483754.85930423
"220",2023-06-23,"Sandwich Tern","Italy","H5N1 HPAI","fao",1,c(4505110.35769646, 2483754.85930423),4505110.35769646,2483754.85930423
"222",2023-06-23,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4463937.25492967, 3302215.85184454),4463937.25492967,3302215.85184454
"223",2023-06-23,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4713865.5900985, 3817647.65595864),4713865.5900985,3817647.65595864
"224",2023-06-23,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4336587.25812194, 3478209.06036465),4336587.25812194,3478209.06036465
"225",2023-06-22,"Black Headed Gull (Chroicocephalus Ridibundus)","Lithuania","H5N1 HPAI","fao",1,c(5266970.9194166, 3615581.60723813),5266970.9194166,3615581.60723813
"228",2023-06-22,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Sweden","H5N1 HPAI","fao",1,c(4760194.69644383, 4093422.3481258),4760194.69644383,4093422.3481258
"229",2023-06-22,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(5019204.74804669, 3436786.03063314),5019204.74804669,3436786.03063314
"230",2023-06-22,"Black-Legged Kittiwake (Rissa Tridactyla):Laridae-Charadriiformes","Svalbard and Jan Mayen Islands","H5N1 HPAI","fao",1,c(4450243.98281327, 6112989.15014625),4450243.98281327,6112989.15014625
"231",2023-06-22,"Herring Gull:larus Argentatus(Laridae)","Norway","H5N1 HPAI","fao",1,c(5104223.37659321, 5371433.97530519),5104223.37659321,5371433.97530519
"232",2023-06-22,"Black Headed Gull (Chroicocephalus Ridibundus)","Hungary","H5N1 HPAI","fao",1,c(4973964.02853992, 2674760.13238816),4973964.02853992,2674760.13238816
"233",2023-06-22,"Sandwich Tern","Italy","H5N1 HPAI","fao",1,c(4502568.77355385, 2385080.19648025),4502568.77355385,2385080.19648025
"234",2023-06-22,"Yellow-Legged Gull ","Italy","H5N1 HPAI","fao",1,c(4505135.6583103, 2483549.90915935),4505135.6583103,2483549.90915935
"235",2023-06-22,"Sandwich Tern","Italy","H5N1 HPAI","fao",1,c(4501093.87893881, 2373971.34787393),4501093.87893881,2373971.34787393
"236",2023-06-22,"Sandwich Tern","Spain","H5N1 HPAI","fao",1,c(3657564.236352, 2057883.86428247),3657564.236352,2057883.86428247
"237",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5079679.61927224, 3864916.86232465),5079679.61927224,3864916.86232465
"238",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5162132.99019477, 3849253.08153068),5162132.99019477,3849253.08153068
"239",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5121002.54159445, 3850068.4409733),5121002.54159445,3850068.4409733
"240",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5092392.32329796, 3884885.90336221),5092392.32329796,3884885.90336221
"241",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5190073.18656776, 3806052.13311475),5190073.18656776,3806052.13311475
"242",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5200433.67894624, 3835256.83021587),5200433.67894624,3835256.83021587
"243",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5208074.92691383, 3836588.73983136),5208074.92691383,3836588.73983136
"244",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5107404.8401747, 3876289.29021749),5107404.8401747,3876289.29021749
"246",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Lithuania","H5N1 HPAI","fao",1,c(5229464.74192959, 3775814.44483698),5229464.74192959,3775814.44483698
"247",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Lithuania","H5N1 HPAI","fao",1,c(5296297.69352392, 3615261.32002503),5296297.69352392,3615261.32002503
"248",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(6281114.9667931, 3579163.8423066),6281114.9667931,3579163.8423066
"249",2023-06-21,"Accipitridae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4486427.1351707, 3269518.85046408),4486427.1351707,3269518.85046408
"250",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4486427.1351707, 3269518.85046408),4486427.1351707,3269518.85046408
"251",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4194949.63554417, 3379679.39371992),4194949.63554417,3379679.39371992
"252",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(5017781.8875334, 3436520.26673782),5017781.8875334,3436520.26673782
"253",2023-06-21,"Tern","Ireland","H5N1 HPAI","fao",1,c(3211983.239782, 3357797.00711243),3211983.239782,3357797.00711243
"254",2023-06-21,"Common Tern (Sterna Hirundo)","Ireland","H5N1 HPAI","fao",1,c(3211983.239782, 3357797.00711243),3211983.239782,3357797.00711243
"255",2023-06-21,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4883232.34950852, 3275151.36856678),4883232.34950852,3275151.36856678
"256",2023-06-21,"Slender-Billed Gull","Italy","H5N1 HPAI","fao",1,c(4496523.19648605, 2399130.57630535),4496523.19648605,2399130.57630535
"257",2023-06-21,"Eurasian Jackdaw (Coloeus Monedula)","Belgium","H5N1 HPAI","fao",1,c(3826713.64548433, 3148153.91476443),3826713.64548433,3148153.91476443
"258",2023-06-21,"Great Black-Backed Gull (Larus Marinus)","Svalbard and Jan Mayen Islands","H5N1 HPAI","fao",1,c(4365086.13103338, 6190027.97140333),4365086.13103338,6190027.97140333
"259",2023-06-21,"Great Skua (Stercorarius Skua)","Svalbard and Jan Mayen Islands","H5 HPAI","fao",1,c(4366808.28630521, 6191894.14034574),4366808.28630521,6191894.14034574
"260",2023-06-21,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4253602.71460202, 3253853.75601004),4253602.71460202,3253853.75601004
"261",2023-06-20,"Herring Gull:larus Argentatus(Laridae)","Latvia","H5N1 HPAI","fao",1,c(5144937.04056941, 3840265.583567),5144937.04056941,3840265.583567
"262",2023-06-20,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Lithuania","H5N1 HPAI","fao",1,c(5221039.95266742, 3616574.14307709),5221039.95266742,3616574.14307709
"263",2023-06-20,"Black Headed Gull (Chroicocephalus Ridibundus)","Lithuania","H5N1 HPAI","fao",1,c(5300913.53302016, 3701507.13156511),5300913.53302016,3701507.13156511
"267",2023-06-20,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4608075.37668059, 3206646.0280149),4608075.37668059,3206646.0280149
"268",2023-06-20,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4183917.30019779, 3411155.34149004),4183917.30019779,3411155.34149004
"269",2023-06-20,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4587183.86173244, 3429768.48472753),4587183.86173244,3429768.48472753
"270",2023-06-20,"Sandwich Tern","Spain","H5N1 HPAI","fao",1,c(3441642.16906128, 1814955.40413083),3441642.16906128,1814955.40413083
"271",2023-06-20,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4605038.00550236, 3183510.25314351),4605038.00550236,3183510.25314351
"272",2023-06-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(6270004.80265896, 4048778.43864743),6270004.80265896,4048778.43864743
"273",2023-06-19,"Black Headed Gull (Chroicocephalus Ridibundus)","Poland","H5N1 HPAI","fao",1,c(4839722.41608042, 3460059.77926693),4839722.41608042,3460059.77926693
"274",2023-06-19,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5147388.72121678, 3822509.80375097),5147388.72121678,3822509.80375097
"275",2023-06-19,"Stork","Latvia","H5N1 HPAI","fao",1,c(5111930.65084673, 3867427.22855142),5111930.65084673,3867427.22855142
"277",2023-06-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Lithuania","H5N1 HPAI","fao",1,c(5295011.55679484, 3692291.09160898),5295011.55679484,3692291.09160898
"278",2023-06-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Lithuania","H5N1 HPAI","fao",1,c(5279590.06330028, 3724860.86894545),5279590.06330028,3724860.86894545
"279",2023-06-19,"Black Headed Gull (Chroicocephalus Ridibundus)","Lithuania","H5N1 HPAI","fao",1,c(5342760.73310857, 3685133.8003691),5342760.73310857,3685133.8003691
"280",2023-06-19,"Black Headed Gull (Chroicocephalus Ridibundus)","Lithuania","H5N1 HPAI","fao",1,c(5336093.71632797, 3695305.34387956),5336093.71632797,3695305.34387956
"281",2023-06-19,"Black Headed Gull (Chroicocephalus Ridibundus)","Belgium","H5N1 HPAI","fao",1,c(4025322.54766537, 3116865.11545788),4025322.54766537,3116865.11545788
"282",2023-06-19,"Peregrin Falcon:falco Peregrinus(Falconidae)","Ireland","H5N1 HPAI","fao",1,c(3210074.95439829, 3393324.53820455),3210074.95439829,3393324.53820455
"283",2023-06-19,"Herring Gull:larus Argentatus(Laridae)","Norway","H5N1 HPAI","fao",1,c(4607203.60778727, 5147192.94057032),4607203.60778727,5147192.94057032
"284",2023-06-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(6268807.99841712, 4402775.34027289),6268807.99841712,4402775.34027289
"285",2023-06-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4601944.4444694, 3411885.16147699),4601944.4444694,3411885.16147699
"286",2023-06-19,"Sandwich Tern","Belgium","H5N1 HPAI","fao",1,c(3849743.5268104, 3158440.00297917),3849743.5268104,3158440.00297917
"287",2023-06-19,"Mediterranean Gull ","Belgium","H5N1 HPAI","fao",1,c(3849743.5268104, 3158440.00297917),3849743.5268104,3158440.00297917
"288",2023-06-18,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(5799111.98207461, 3937647.61575706),5799111.98207461,3937647.61575706
"289",2023-06-18,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4508981.67722626, 3457443.00195791),4508981.67722626,3457443.00195791
"290",2023-06-18,"Black Headed Gull (Chroicocephalus Ridibundus)","Sweden","H5N1 HPAI","fao",1,c(4710477.22666662, 3745635.17410993),4710477.22666662,3745635.17410993
"291",2023-06-18,"Eurasian Jackdaw (Coloeus Monedula)","Belgium","H5N1 HPAI","fao",1,c(3891875.12131418, 3116280.2009694),3891875.12131418,3116280.2009694
"292",2023-06-17,"Great Cormorant (Phalacrocorax Carbo)","Estonia","H5N1 HPAI","fao",1,c(5144185.82628331, 4123821.53706105),5144185.82628331,4123821.53706105
"293",2023-06-17,"Great Cormorant (Phalacrocorax Carbo)","Estonia","H5N1 HPAI","fao",1,c(5138017.82655527, 4122306.98740379),5138017.82655527,4122306.98740379
"294",2023-06-17,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4632445.78195282, 3131611.46957522),4632445.78195282,3131611.46957522
"295",2023-06-17,"White Tailed Eagle (Haliaeetus Albicilla)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3511579.02707046, 3902569.43753169),3511579.02707046,3902569.43753169
"296",2023-06-17,"Mediterranean Gull ","Hungary","H5N1 HPAI","fao",1,c(5011648.46460065, 2719272.39716375),5011648.46460065,2719272.39716375
"297",2023-06-17,"Black-Legged Kittiwake (Rissa Tridactyla):Laridae-Charadriiformes","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3587470.51375384, 3670355.96307615),3587470.51375384,3670355.96307615
"298",2023-06-17,"Mediterranean Gull ","France","H5N1 HPAI","fao",1,c(3708417.60556869, 2654719.07123832),3708417.60556869,2654719.07123832
"299",2023-06-16,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5190479.59338302, 3836790.15311521),5190479.59338302,3836790.15311521
"300",2023-06-16,"Black Headed Gull (Chroicocephalus Ridibundus)","Latvia","H5N1 HPAI","fao",1,c(5294999.51685432, 3853091.03878561),5294999.51685432,3853091.03878561
"305",2023-06-16,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Russian Federation","H5N1 HPAI","fao",1,c(5953908.14944965, 3912653.65075715),5953908.14944965,3912653.65075715
"307",2023-06-16,"Sandwich Tern","Italy","H5N1 HPAI","fao",1,c(4505110.35769646, 2483754.85930423),4505110.35769646,2483754.85930423
"308",2023-06-16,"Eurasian Jackdaw (Coloeus Monedula)","Belgium","H5N1 HPAI","fao",1,c(3882973.53810326, 3122151.40439234),3882973.53810326,3122151.40439234
"309",2023-06-16,"Crow","Belgium","H5N1 HPAI","fao",1,c(3886092.76884128, 3130859.79854383),3886092.76884128,3130859.79854383
"310",2023-06-16,"Eurasian Jackdaw (Coloeus Monedula)","Belgium","H5N1 HPAI","fao",1,c(3902296.74568197, 3116204.12468781),3902296.74568197,3116204.12468781
"311",2023-06-16,"Common Tern (Sterna Hirundo)","France","H5N1 HPAI","fao",1,c(3421608.18237528, 2675548.96788814),3421608.18237528,2675548.96788814
"312",2023-06-16,"Common Tern (Sterna Hirundo)","France","H5N1 HPAI","fao",1,c(3789378.36708661, 3132218.93248048),3789378.36708661,3132218.93248048
